,Short,Long,Rating
7556,Battery is not charging. I have received a defective piece.,"Very good camera...
In love with my camera...
Amazon got its best to deliver it...
I am very happy",2
20751,Fair,All good but very light weight,3
12290,Absolute rubbish!,not good,1
8307,Poor quality lcd panel received,This monitor has excellent clarity and resolution. I would have not returned if the display had consistent colour spread. the unit I got has yelloish shade at 60% of the screen at right side,1
9637,Gud prodct but rimort is not well,Very good for money,5
4090,Never regretted,Bought this on 5 oct 2020. I had a pc with 256 gigs and (obviously) was not enough for me. So I thought to buy another ssd to but thought it would be nice to have something which I can use on all my devices. So now I use this with my phone and my laptop and it is great. Read/Write speed are great. It does get pretty hot in the process. You get 141 mbps in the beginning and when its hot it drops to 70. But still better than others even while its hot. And as for write its kinda slow. You get 35 to 40 max. i preffer to use the C port as it sometimes provides better speeds on my laptop. I use this on a daily basis as I have all my files on it. Completely worth the money. You get 114 Gb on a 128 variant.,4
20288,Nice,"This watch is not good not bad , Screen size is pathetic as it seems like a baby watch , so small , activity tracker is most pathetic , as tracker does not have accuracy , Spo2 is sometimes 99% , sometimes 89% , only a good thing is heart beat , that is accurate , else watch is good for showing time , showing off and being cool, which is not my thing , Go for amazfit or noise 3 watch , don't waste your money on this seeing the price , give some good money and get good thing , the more sugar you'll add the more sweet it becomes , think about it",3
1955,Without any disappointment.,"First of all i wanna say what a perfect wireless earphones they are selling in this price range.
Awesome blossom sleek design and i just can't believe the fittin in the ears, just perfect.
I suggest everyone to buy it. Its mind blowing.
Also a good battery life!
Love it!",5
13523,Moderate,"The armature got burnt within a month, not expected such low quality from butterfly.",2
16518,Very Good,Good one for this prize. Bass effect and Sound quality is ok.,4
5842,Good,Good,4
11639,Unsatisfactory,Good for a month only.. so dont get tempted by the price and the discounts,1
21327,Very Good,Good,4
3456,Good printer for printing in small quantities.,Very good compact printer for home use. This is meant for printing in small quantities. This doesn't have duplex option but for small quantities one can manage it manually.,5
5898,Product is good,The product is very amazing after using for about 1 month. From price point of view the product costs more in the online market than the offline market.,5
11848,Worthless,"quality is very bad..
Waste of money..after one month it was not functioning",1
14808,Fair,Good,3
15507,Decent product,good product,3
16897,Value-for-money,Good at its price..,4
11598,Worst experience ever!,Didn't even last for 15 days 3.5 mm pin broken,1
7031,I need to return or replace the Product,The juicer Jar is not easy to use.other jars are ok.the juicer jar contain a plastic cup shaped covering that get sukked inside the jar and not able take it back.i tried hard and it broken.,1
77,Great Bass & Sound + uncomfortable !!,"Bass is amazing although mids does sound a bit muddy. I like the wire and build quality and for 600 cant get better than that. Good for listening music/videos etc.
However, what is the point when you cant wear these for more than 30 mins!! My ear starts paining especially left earlobe coz of these headphones. Seems like a design fault, as they swivel towards outside than inside. This creates a less flexible option when you wear it. So trying to use left side on right ear and right side on left ear. That has sorted the issue a bit!
Good for 20 to 30 mins music.. Dont try it for playing games... Your earlobes will hurt and pain.. Plus using the opposite sides of left/right of headphones to ease pain... will cause immense confusion of footsteps in games!!",4
11753,Did not meet expectations,It not worth for money and one of ear buds get damaged within a month,1
4647,Value for money,Value for money.,5
10720,Did not meet expectations,"It hangs a lot , very slow after one week",1
16466,Good quality product,"Must buy,great thing in low price",4
11436,Waste of money!,Once connected to the device sound cannot be heard .,1
16496,Pretty good,Nyce,4
1409,Really Good Product in this price segment but Not good for PUBG😊,"The product is really good, music is really punchy, it is handling bass pretty well but if you are planning to buy it for PUBG then you will get noticable latency even though it has low latency mode still noticable latency will obstruct your game play. And I only get 5 eartips (S×1, M×2installed 2×Large)",4
1416,This is the one I was looking for. 🙂,"I was looking for high quality and budget friendly earbuds since long time. When my friend reccomend me this, I decided to buy this. Really happiest with this one. Sound quality is too good. Looks very stylish, comfortable and easy to carry. Ordering one more for my husband.1😄😄",5
1924,Poor performance and not so robust,"Don't fall for brand Redmi. One would find either of the earbud going dead. Google it and you would know that this problem is faced by many others. Amazon supports replacement upto 15 days only, thereafter one has to visit Mi service center to get this sorted.
Noise cancellation doesn't work well.",2
3588,Do not recommend hp printers,"I feel it's a waste of money.... though the printer cost is less, cartridges are costly... compared to other products in the market... each cartridge can print 100-120 pages only.",1
6596,horrible.soo bad.didnot expect from prestige,"#2nd best mixer grinder with best specifications👍
Best price you can take it without any dilemma
When i purchased it i got it for 3379/- only
In this budget there is no other compititor😊

Best price
Best quality 🥰♥️",2
4078,"Good and fine , Only 114 GB out of 128GB","Only 114 GB out of 128GB
Good and light weight
Fast as expected
Type C port working fine
Read write speed is as expected
A decent pendrive

But its made of plastic
A normal plastic body
I always prefer metal body

Anyway it's fine and good
Thanks Amazon",4
